RecommendedRank,RecommendedModel,StockCode,Description,ForecastWeek,ProbabilityOfSale,QuantityIfSold,TwoStageExpected,TwoStageHardGate,XGBoostPoisson,NaiveLag1,MovingAverage4,WeeksSinceLastSale
1452,XGBoostPoisson,21126,SET OF 6 GIRLS CELEBRATION CANDLES,2011-12-05/2011-12-11,0.9129511,14.668176,13.391327,14.668176,13.364431,19.0,15.0,0.0
1453,XGBoostPoisson,22499,WOODEN UNION JACK BUNTING,2011-12-05/2011-12-11,0.9705304,15.2938175,14.843115,15.2938175,13.359104,21.0,14.0,0.0
1454,XGBoostPoisson,20931,BLUE POT PLANT CANDLE ,2011-12-05/2011-12-11,0.83053434,12.84519,10.668371,12.84519,13.356455,5.0,21.0,0.0
1455,XGBoostPoisson,21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",2011-12-05/2011-12-11,0.8913739,10.7390175,9.572479,10.7390175,13.340727,8.0,12.25,0.0
1456,XGBoostPoisson,22640,SET OF 4 NAPKIN CHARMS 3 KEYS ,2011-12-05/2011-12-11,0.89882344,12.271626,11.0300255,12.271626,13.339727,39.0,13.0,0.0
1457,XGBoostPoisson,23341,PINK DINER WALL CLOCK,2011-12-05/2011-12-11,0.9736842,13.954814,13.587582,13.954814,13.3146925,20.0,11.5,0.0
1458,XGBoostPoisson,22343,PARTY PIZZA DISH RED RETROSPOT,2011-12-05/2011-12-11,0.6979167,17.355463,12.112667,17.355463,13.227267,4.0,14.75,0.0
1459,XGBoostPoisson,21088,SET/6 FRUIT SALAD PAPER CUPS,2011-12-05/2011-12-11,0.5555556,14.609799,8.116555,14.609799,13.220814,24.0,14.5,0.0
1460,XGBoostPoisson,20777,CHRYSANTHEMUM NOTEBOOK,2011-12-05/2011-12-11,0.9526412,13.684256,13.036185,13.684256,13.207316,16.0,14.0,0.0
1461,XGBoostPoisson,48129,DOORMAT TOPIARY,2011-12-05/2011-12-11,0.96313363,12.941749,12.464633,12.941749,13.20351,7.0,8.0,0.0
1462,XGBoostPoisson,21064,BOOM BOX SPEAKER BOYS,2011-12-05/2011-12-11,0.8745874,12.827937,11.219152,12.827937,13.176702,12.0,14.25,0.0
1463,XGBoostPoisson,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2011-12-05/2011-12-11,0.9695238,12.341426,11.965306,12.341426,13.152076,14.0,7.75,0.0
1464,XGBoostPoisson,22128,PARTY CONES CANDY ASSORTED,2011-12-05/2011-12-11,0.5279503,14.145309,7.46802,14.145309,13.133507,0.0,33.25,2.0
1465,XGBoostPoisson,23152,IVORY SWEETHEART WIRE LETTER RACK ,2011-12-05/2011-12-11,0.9631337,14.96742,14.415627,14.96742,13.12651,13.0,8.75,0.0
1466,XGBoostPoisson,22903,CALENDAR FAMILY FAVOURITES,2011-12-05/2011-12-11,0.9631336,15.726252,15.146481,15.726252,13.075126,20.0,11.25,0.0
1467,XGBoostPoisson,21684,SMALL MEDINA STAMPED METAL BOWL ,2011-12-05/2011-12-11,0.83053434,12.154184,10.094467,12.154184,13.070279,4.0,9.75,0.0
1468,XGBoostPoisson,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,2011-12-05/2011-12-11,0.97053045,15.606972,15.147041,15.606972,13.045451,19.0,13.25,0.0
1469,XGBoostPoisson,22106,MIRROR MOSAIC HURRICANE LAMP ,2011-12-05/2011-12-11,0.83053434,10.405104,8.641796,10.405104,13.039285,6.0,4.5,0.0
1470,XGBoostPoisson,22778,GLASS CLOCHE SMALL,2011-12-05/2011-12-11,0.7718191,14.878352,11.483397,14.878352,13.038212,0.0,13.75,1.0
1471,XGBoostPoisson,23128,FELTCRAFT BOY JEAN-PAUL KIT,2011-12-05/2011-12-11,0.9695238,14.415955,13.976611,14.415955,13.031609,12.0,13.75,0.0
1472,XGBoostPoisson,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2011-12-05/2011-12-11,0.96313363,12.464422,12.004904,12.464422,13.014388,14.0,11.5,0.0
1473,XGBoostPoisson,84519B,CARROT CHARLIE+LOLA COASTER SET,2011-12-05/2011-12-11,0.9129512,15.208672,13.884774,15.208672,12.985319,13.0,15.0,0.0
1474,XGBoostPoisson,22262,FELT EGG COSY CHICKEN,2011-12-05/2011-12-11,0.89882356,12.254297,11.014451,12.254297,12.951064,4.0,10.5,0.0
1475,XGBoostPoisson,21955,DOORMAT UNION JACK GUNS AND ROSES,2011-12-05/2011-12-11,0.9129512,11.992369,10.948447,11.992369,12.95048,2.0,6.25,0.0
1476,XGBoostPoisson,22120,WELCOME  WOODEN BLOCK LETTERS,2011-12-05/2011-12-11,0.9695238,10.7236185,10.396803,10.7236185,12.91017,8.0,19.0,0.0
1477,XGBoostPoisson,84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,2011-12-05/2011-12-11,0.6134454,8.113587,4.977243,8.113587,12.885769,25.0,15.75,0.0
1478,XGBoostPoisson,22628,PICNIC BOXES SET OF 3 RETROSPOT ,2011-12-05/2011-12-11,0.96313363,13.203004,12.716257,13.203004,12.87728,25.0,13.5,0.0
1479,XGBoostPoisson,21059,PARTY INVITES DINOSAURS,2011-12-05/2011-12-11,0.7718191,12.661247,9.772193,12.661247,12.826437,16.0,11.25,0.0
1480,XGBoostPoisson,20768,GREEN FERN JOURNAL ,2011-12-05/2011-12-11,0.6600496,8.618163,5.688415,8.618163,12.789024,38.0,10.5,0.0
1481,XGBoostPoisson,22981,PANTRY APPLE CORER,2011-12-05/2011-12-11,0.9526411,13.693203,13.044708,13.693203,12.748592,21.0,11.25,0.0
1482,XGBoostPoisson,22228,BUNNY WOODEN PAINTED WITH BIRD ,2011-12-05/2011-12-11,0.7718191,17.228205,13.297058,17.228205,12.743767,6.0,8.0,0.0
1483,XGBoostPoisson,84661B,BLACK SQUARE TABLE CLOCK,2011-12-05/2011-12-11,0.6134454,10.374854,6.3644066,10.374854,12.727422,33.0,9.0,0.0
1484,XGBoostPoisson,23422,PANTRY HOOK BALLOON WHISK ,2011-12-05/2011-12-11,0.96313363,12.210158,11.760015,12.210158,12.713253,6.0,10.25,0.0
1485,XGBoostPoisson,21219,SET/4 BADGES BALLOON GIRL,2011-12-05/2011-12-11,0.83053434,13.046298,10.835399,13.046298,12.697613,13.0,14.25,0.0
1486,XGBoostPoisson,23411, TRELLIS COAT RACK,2011-12-05/2011-12-11,0.9705305,12.676626,12.303053,12.676626,12.662031,19.0,8.75,0.0
1487,XGBoostPoisson,21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2011-12-05/2011-12-11,0.6979167,12.788784,8.925506,12.788784,12.657839,1.0,14.75,0.0
1488,XGBoostPoisson,22252,BIRDCAGE DECORATION TEALIGHT HOLDER,2011-12-05/2011-12-11,0.65502185,14.801077,9.695028,14.801077,12.653237,0.0,15.0,1.0
1489,XGBoostPoisson,72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,2011-12-05/2011-12-11,0.7718191,13.225001,10.207309,13.225001,12.651545,0.0,20.5,1.0
1490,XGBoostPoisson,23046,PAPER LANTERN 9 POINT DELUXE STAR,2011-12-05/2011-12-11,0.6600497,7.7379227,5.1074133,7.7379227,12.646681,1.0,5.0,0.0
1491,XGBoostPoisson,37450,CERAMIC CAKE BOWL + HANGING CAKES,2011-12-05/2011-12-11,0.962963,13.945648,13.429143,13.945648,12.615515,7.0,7.5,0.0
1492,XGBoostPoisson,84927F,PSYCHEDELIC TILE HOOK,2011-12-05/2011-12-11,0.8305344,13.89955,11.544055,13.89955,12.586249,6.0,16.0,0.0
1493,XGBoostPoisson,72799E,IVORY PILLAR CANDLE SILVER FLOCK,2011-12-05/2011-12-11,0.8988235,12.275004,11.033062,12.275004,12.566322,5.0,10.5,0.0
1494,XGBoostPoisson,21503,TOYBOX  WRAP ,2011-12-05/2011-12-11,0.2777778,19.415369,5.3931584,0.0,12.559966,25.0,12.5,0.0
1495,XGBoostPoisson,85094,CANDY SPOT EGG WARMER RABBIT,2011-12-05/2011-12-11,0.7718191,12.653429,9.766158,12.653429,12.555155,3.0,10.0,0.0
1496,XGBoostPoisson,23075,PARLOUR CERAMIC WALL HOOK,2011-12-05/2011-12-11,0.96952385,13.98695,13.560681,13.98695,12.540774,6.0,14.0,0.0
1497,XGBoostPoisson,23336,EGG FRYING PAN PINK ,2011-12-05/2011-12-11,0.9695238,12.227707,11.855053,12.227707,12.529791,22.0,10.25,0.0
1498,XGBoostPoisson,21215,IVORY PAPER CUP CAKE CASES ,2011-12-05/2011-12-11,0.7718191,13.872421,10.707,13.872421,12.477321,1.0,7.75,0.0
1499,XGBoostPoisson,23079,TOADSTOOL BEDSIDE LIGHT ,2011-12-05/2011-12-11,0.98496246,15.045963,14.819709,15.045963,12.456725,16.0,13.75,0.0
1500,XGBoostPoisson,84559A,3D SHEET OF DOG STICKERS,2011-12-05/2011-12-11,0.9366439,10.640945,9.966777,10.640945,12.405446,5.0,14.25,0.0
1501,XGBoostPoisson,23185,FRENCH STYLE STORAGE JAR JAM,2011-12-05/2011-12-11,0.6600496,15.89856,10.493838,15.89856,12.388103,0.0,20.0,1.0
1502,XGBoostPoisson,84819,DANISH ROSE ROUND SEWING BOX,2011-12-05/2011-12-11,0.5279503,8.523339,4.4998994,8.523339,12.387308,38.0,9.5,0.0
1503,XGBoostPoisson,21286,RETRO SPOT CANDLE  LARGE,2011-12-05/2011-12-11,0.6600496,8.944376,5.903732,8.944376,12.377341,27.0,7.5,0.0
1504,XGBoostPoisson,37449,CERAMIC CAKE STAND + HANGING CAKES,2011-12-05/2011-12-11,0.9366438,11.836648,11.086722,11.836648,12.344572,9.0,6.5,0.0
1505,XGBoostPoisson,23409,PHOTO FRAME LINEN AND LACE LARGE,2011-12-05/2011-12-11,0.92608786,13.542637,12.541672,13.542637,12.340385,6.0,11.0,0.0
1506,XGBoostPoisson,47480,HANGING PHOTO CLIP ROPE LADDER,2011-12-05/2011-12-11,0.9366438,13.138997,12.30656,13.138997,12.2614355,4.0,9.25,0.0
1507,XGBoostPoisson,23339,EGG FRYING PAN BLUE ,2011-12-05/2011-12-11,0.96313363,12.189996,11.740595,12.189996,12.204661,20.0,11.75,0.0
1508,XGBoostPoisson,20977,36 PENCILS TUBE WOODLAND,2011-12-05/2011-12-11,0.3196126,17.847265,5.7042108,0.0,12.189868,0.0,15.5,3.0
1509,XGBoostPoisson,21944,KITTENS DESIGN FLANNEL,2011-12-05/2011-12-11,0.87458754,12.336104,10.789003,12.336104,12.175632,26.0,11.25,0.0
1510,XGBoostPoisson,23055,IVORY CHANDELIER T-LIGHT HOLDER,2011-12-05/2011-12-11,0.43333334,13.924661,6.0340195,0.0,12.152139,0.0,60.25,2.0
1511,XGBoostPoisson,22977,DOLLY GIRL CHILDRENS EGG CUP,2011-12-05/2011-12-11,0.89882356,14.16495,12.7317915,14.16495,12.144038,15.0,8.75,0.0
1512,XGBoostPoisson,22134,MINI LADLE LOVE HEART RED ,2011-12-05/2011-12-11,0.9526412,13.361168,12.728399,13.361168,12.112283,10.0,11.5,0.0
1513,XGBoostPoisson,35001G,HAND OPEN SHAPE GOLD,2011-12-05/2011-12-11,0.83053434,12.616211,10.478196,12.616211,12.091327,15.0,9.75,0.0
1514,XGBoostPoisson,23413,VINTAGE COFFEE GRINDER BOX,2011-12-05/2011-12-11,0.9695238,11.64645,11.291511,11.64645,12.075381,14.0,10.75,0.0
1515,XGBoostPoisson,21724,PANDA AND BUNNIES STICKER SHEET,2011-12-05/2011-12-11,0.7718191,10.805175,8.339641,10.805175,12.002149,20.0,7.25,0.0
1516,XGBoostPoisson,21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,2011-12-05/2011-12-11,0.5279503,10.469827,5.527548,10.469827,11.965375,0.0,5.0,1.0
1517,XGBoostPoisson,23425,STORAGE TIN HOME SWEET HOME,2011-12-05/2011-12-11,0.9736842,12.824008,12.486534,12.824008,11.961136,10.0,12.0,0.0
1518,XGBoostPoisson,22660,DOORMAT I LOVE LONDON,2011-12-05/2011-12-11,0.9129512,11.64632,10.632522,11.64632,11.960187,5.0,16.25,0.0
1519,XGBoostPoisson,23009,I LOVE LONDON BABY GIFT SET,2011-12-05/2011-12-11,0.97053045,13.411925,13.016682,13.411925,11.95392,10.0,13.25,0.0
1520,XGBoostPoisson,72122,COFFEE SCENT PILLAR CANDLE,2011-12-05/2011-12-11,0.8745875,12.402289,10.846887,12.402289,11.94612,18.0,14.0,0.0
1521,XGBoostPoisson,21829,DINOSAUR KEYRINGS ASSORTED,2011-12-05/2011-12-11,0.06629834,62.99604,4.176533,0.0,11.925321,0.0,0.0,6.0
1522,XGBoostPoisson,84993A,75 GREEN PETIT FOUR CASES,2011-12-05/2011-12-11,0.6134454,12.935804,7.9354095,12.935804,11.920744,0.0,13.5,1.0
1523,XGBoostPoisson,22452,MEASURING TAPE BABUSHKA PINK,2011-12-05/2011-12-11,0.6600496,14.982331,9.889082,14.982331,11.916123,0.0,4.25,1.0
1524,XGBoostPoisson,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,2011-12-05/2011-12-11,0.9631337,12.700514,12.232293,12.700514,11.900048,3.0,11.0,0.0
1525,XGBoostPoisson,22433,WATERING CAN GREEN DINOSAUR,2011-12-05/2011-12-11,0.83053434,13.576117,11.275431,13.576117,11.899558,9.0,4.75,0.0
1526,XGBoostPoisson,15044D,RED PAPER PARASOL,2011-12-05/2011-12-11,0.83053434,11.154959,9.264576,11.154959,11.895161,7.0,6.0,0.0
1527,XGBoostPoisson,85114B,IVORY ENCHANTED FOREST PLACEMAT,2011-12-05/2011-12-11,0.93664384,10.971167,10.276075,10.971167,11.892688,14.0,7.5,0.0
1528,XGBoostPoisson,22309,TEA COSY RED  STRIPE,2011-12-05/2011-12-11,0.93664384,11.182898,10.474392,11.182898,11.88412,4.0,10.0,0.0
1529,XGBoostPoisson,20615,BLUE POLKADOT PASSPORT COVER,2011-12-05/2011-12-11,0.8913738,10.308417,9.188653,10.308417,11.84808,5.0,16.75,0.0
1530,XGBoostPoisson,20866,BLUE ROSE FABRIC MIRROR,2011-12-05/2011-12-11,0.83053434,11.889882,9.874955,11.889882,11.81171,3.0,7.75,0.0
1531,XGBoostPoisson,23272,TREE T-LIGHT HOLDER WILLIE WINKIE,2011-12-05/2011-12-11,0.9129512,14.0531435,12.829834,14.0531435,11.803762,3.0,7.0,0.0
1532,XGBoostPoisson,21948,SET OF 6 CAKE CHOPSTICKS,2011-12-05/2011-12-11,0.9631337,12.6487,12.182389,12.6487,11.787247,6.0,12.0,0.0
1533,XGBoostPoisson,22067,CHOC TRUFFLE GOLD TRINKET POT ,2011-12-05/2011-12-11,0.8988235,12.224192,10.9873905,12.224192,11.769866,13.0,13.0,0.0
1534,XGBoostPoisson,21263,GREEN GOOSE FEATHER TREE 60CM,2011-12-05/2011-12-11,0.89137375,13.596634,12.119682,13.596634,11.762315,14.0,10.0,0.0
1535,XGBoostPoisson,22685,FRENCH BLUE METAL DOOR SIGN 0,2011-12-05/2011-12-11,0.8988235,13.524418,12.156065,13.524418,11.710766,10.0,16.0,0.0
1536,XGBoostPoisson,21586,KINGS CHOICE GIANT TUBE MATCHES,2011-12-05/2011-12-11,0.23978204,16.729939,4.0115385,0.0,11.702345,0.0,48.0,3.0
1537,XGBoostPoisson,21192,WHITE BELL HONEYCOMB PAPER ,2011-12-05/2011-12-11,0.604,20.572512,12.4257965,20.572512,11.701729,0.0,2.0,1.0
1538,XGBoostPoisson,23423,PANTRY 3 HOOK ROLLING PIN HANGER,2011-12-05/2011-12-11,0.9705305,13.035475,12.651326,13.035475,11.685369,5.0,12.75,0.0
1539,XGBoostPoisson,22820,GIFT BAG BIRTHDAY,2011-12-05/2011-12-11,0.7718191,12.557895,9.692423,12.557895,11.6807,14.0,7.0,0.0
1540,XGBoostPoisson,21756,BATH BUILDING BLOCK WORD,2011-12-05/2011-12-11,0.96313363,14.093358,13.573787,14.093358,11.663119,4.0,12.0,0.0
1541,XGBoostPoisson,21026,SPACE OWL,2011-12-05/2011-12-11,0.89882344,10.164352,9.135959,10.164352,11.639601,17.0,15.0,0.0
1542,XGBoostPoisson,84558A,3D DOG PICTURE PLAYING CARDS,2011-12-05/2011-12-11,0.7718191,13.324809,10.284343,13.324809,11.601896,0.0,12.0,1.0
1543,XGBoostPoisson,20754,RETROSPOT RED WASHING UP GLOVES,2011-12-05/2011-12-11,0.5279503,15.109995,7.977326,15.109995,11.596094,0.0,7.75,2.0
1544,XGBoostPoisson,21464,DISCO BALL ROTATOR BATTERY OPERATED,2011-12-05/2011-12-11,0.9695238,11.827365,11.466911,11.827365,11.595113,18.0,10.0,0.0
1545,XGBoostPoisson,22375,AIRLINE BAG VINTAGE JET SET BROWN,2011-12-05/2011-12-11,0.96952385,13.510158,13.09842,13.510158,11.567785,6.0,9.5,0.0
1546,XGBoostPoisson,21927,BLUE/CREAM STRIPE CUSHION COVER ,2011-12-05/2011-12-11,0.9526411,12.348953,11.764121,12.348953,11.555512,13.0,11.25,0.0
1547,XGBoostPoisson,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,2011-12-05/2011-12-11,0.4214876,8.135496,3.4290106,0.0,11.531022,4.0,1.0,0.0
1548,XGBoostPoisson,84912B,GREEN ROSE WASHBAG,2011-12-05/2011-12-11,0.93664384,12.678827,11.8755455,12.678827,11.466591,21.0,11.5,0.0
1549,XGBoostPoisson,21292,SMALL STRIPES CHOCOLATE GIFT BAG ,2011-12-05/2011-12-11,0.5279503,15.36977,8.114474,15.36977,11.44217,0.0,12.0,1.0
1550,XGBoostPoisson,21793,CLASSIC FRENCH STYLE BASKET BROWN,2011-12-05/2011-12-11,0.8745875,12.262782,10.724875,12.262782,11.438788,5.0,10.5,0.0
1551,XGBoostPoisson,22277,COSMETIC BAG VINTAGE ROSE PAISLEY,2011-12-05/2011-12-11,0.8745875,8.416556,7.361015,8.416556,11.427489,8.0,3.5,0.0
1552,XGBoostPoisson,22949,36 DOILIES DOLLY GIRL,2011-12-05/2011-12-11,0.8745875,12.580807,11.003016,12.580807,11.417446,1.0,13.0,0.0
1553,XGBoostPoisson,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,2011-12-05/2011-12-11,0.96313363,13.663717,13.159986,13.663717,11.4142885,9.0,10.25,0.0
1554,XGBoostPoisson,84849D,HOT BATHS SOAP HOLDER,2011-12-05/2011-12-11,0.87458754,9.568294,8.36831,9.568294,11.351685,2.0,23.0,0.0
1555,XGBoostPoisson,72819,CUPID DESIGN SCENTED CANDLES,2011-12-05/2011-12-11,0.6600496,9.506184,6.274553,9.506184,11.339625,25.0,8.25,0.0
1556,XGBoostPoisson,22364,GLASS JAR DIGESTIVE BISCUITS,2011-12-05/2011-12-11,0.93664384,11.950292,11.193167,11.950292,11.2891865,3.0,10.0,0.0
1557,XGBoostPoisson,22789,T-LIGHT HOLDER SWEETHEART HANGING,2011-12-05/2011-12-11,0.9129512,11.280215,10.2982855,11.280215,11.274989,15.0,5.5,0.0
1558,XGBoostPoisson,71495B,CD WALL TIDY RED FLOWERS,2011-12-05/2011-12-11,0.36051503,8.733475,3.1485488,0.0,11.262752,0.0,12.0,1.0
1559,XGBoostPoisson,21446,12 RED ROSE PEG PLACE SETTINGS,2011-12-05/2011-12-11,0.9129512,12.032248,10.984855,12.032248,11.212975,8.0,12.0,0.0
1560,XGBoostPoisson,21062,PARTY INVITES SPACEMAN,2011-12-05/2011-12-11,0.7718191,11.519696,8.891122,11.519696,11.209235,12.0,13.75,0.0
1561,XGBoostPoisson,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,2011-12-05/2011-12-11,0.8988235,11.748354,10.559696,11.748354,11.202732,24.0,7.25,0.0
1562,XGBoostPoisson,21358,TOAST ITS - HAPPY BIRTHDAY,2011-12-05/2011-12-11,0.9366438,12.172648,11.401436,12.172648,11.161984,4.0,8.75,0.0
1563,XGBoostPoisson,23045,PAPER LANTERN 5 POINT STAR MOON ,2011-12-05/2011-12-11,0.7718191,9.825259,7.583323,9.825259,11.160031,26.0,8.0,0.0
1564,XGBoostPoisson,22485,SET OF 2 WOODEN MARKET CRATES,2011-12-05/2011-12-11,0.9129512,13.700292,12.507697,13.700292,11.145505,12.0,13.75,0.0
1565,XGBoostPoisson,22684,FRENCH BLUE METAL DOOR SIGN 9,2011-12-05/2011-12-11,0.93664384,13.036273,12.210344,13.036273,11.119361,11.0,13.5,0.0
1566,XGBoostPoisson,22393,PAPERWEIGHT VINTAGE COLLAGE,2011-12-05/2011-12-11,0.9366438,10.214454,9.567305,10.214454,11.119297,22.0,10.75,0.0
1567,XGBoostPoisson,84086C,PINK/PURPLE RETRO RADIO,2011-12-05/2011-12-11,0.44345897,9.958527,4.416198,9.958527,11.09398,24.0,14.75,0.0
1568,XGBoostPoisson,22939,APRON APPLE DELIGHT,2011-12-05/2011-12-11,0.91295123,11.67846,10.661864,11.67846,11.075527,9.0,13.25,0.0
1569,XGBoostPoisson,23316,RED REFECTORY CLOCK ,2011-12-05/2011-12-11,0.97368413,12.533511,12.203681,12.533511,11.071617,7.0,10.0,0.0
1570,XGBoostPoisson,22928,YELLOW GIANT GARDEN THERMOMETER,2011-12-05/2011-12-11,0.93664384,12.721322,11.915348,12.721322,11.05538,7.0,13.0,0.0
1571,XGBoostPoisson,21867,PINK UNION JACK  LUGGAGE TAG,2011-12-05/2011-12-11,0.9129512,10.829857,9.887131,10.829857,11.05525,5.0,9.0,0.0
1572,XGBoostPoisson,22863,SOAP DISH BROCANTE,2011-12-05/2011-12-11,0.83053434,11.124505,9.239284,11.124505,11.052641,9.0,11.75,0.0
1573,XGBoostPoisson,21249,WOODLAND  HEIGHT CHART STICKERS ,2011-12-05/2011-12-11,0.90476185,14.103496,12.760304,14.103496,10.96596,1.0,7.75,0.0
1574,XGBoostPoisson,84926D,LA PALMIERA TILE COASTER,2011-12-05/2011-12-11,0.6600496,9.926238,6.55181,9.926238,10.953059,2.0,14.75,0.0
1575,XGBoostPoisson,23337,EGG FRYING PAN MINT ,2011-12-05/2011-12-11,0.96313363,12.025308,11.581978,12.025308,10.94229,8.0,9.25,0.0
1576,XGBoostPoisson,22199,FRYING PAN RED RETROSPOT,2011-12-05/2011-12-11,0.9526412,11.153733,10.625505,11.153733,10.861005,10.0,7.5,0.0
1577,XGBoostPoisson,21718,RED METAL BEACH SPADE ,2011-12-05/2011-12-11,0.8988235,12.282641,11.039927,12.282641,10.852294,6.0,12.75,0.0
1578,XGBoostPoisson,21245,GREEN POLKADOT PLATE ,2011-12-05/2011-12-11,0.8988235,12.486755,11.22339,12.486755,10.841663,6.0,7.75,0.0
1579,XGBoostPoisson,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2011-12-05/2011-12-11,0.8745875,11.13214,9.736031,11.13214,10.815915,17.0,10.75,0.0
1580,XGBoostPoisson,21394,RED POLKADOT BEAKER ,2011-12-05/2011-12-11,0.31182796,15.104307,4.709945,0.0,10.793509,0.0,4.5,3.0
1581,XGBoostPoisson,46776F,WOVEN ROSE GARDEN CUSHION COVER ,2011-12-05/2011-12-11,0.95264125,11.8693905,11.307271,11.8693905,10.792031,17.0,10.5,0.0
1582,XGBoostPoisson,22260,FELT EGG COSY BLUE RABBIT ,2011-12-05/2011-12-11,0.83018875,10.017389,8.316324,10.017389,10.78415,19.0,9.25,0.0
1583,XGBoostPoisson,85203,HANGING WOOD AND FELT BUTTERFLY ,2011-12-05/2011-12-11,0.8745875,11.098318,9.70645,11.098318,10.756074,8.0,12.5,0.0
1584,XGBoostPoisson,22200,FRYING PAN PINK POLKADOT,2011-12-05/2011-12-11,0.8913739,10.826613,9.65056,10.826613,10.755849,14.0,8.0,0.0
1585,XGBoostPoisson,23138,SINGLE WIRE HOOK IVORY HEART,2011-12-05/2011-12-11,0.91295123,12.93081,11.805199,12.93081,10.738397,1.0,4.75,0.0
1586,XGBoostPoisson,22284,HEN HOUSE DECORATION,2011-12-05/2011-12-11,0.7718191,12.081114,9.324434,12.081114,10.727224,13.0,11.0,0.0
1587,XGBoostPoisson,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,2011-12-05/2011-12-11,0.83053434,9.851371,8.181902,9.851371,10.7231,18.0,6.0,0.0
1588,XGBoostPoisson,21408,SPOTTY PINK DUCK DOORSTOP,2011-12-05/2011-12-11,0.93664384,11.199243,10.489701,11.199243,10.707791,26.0,11.5,0.0
1589,XGBoostPoisson,22182,CAKE STAND VICTORIAN FILIGREE SMALL,2011-12-05/2011-12-11,0.83053434,10.736052,8.916659,10.736052,10.705946,27.0,8.0,0.0
1590,XGBoostPoisson,85019A,ROMANTIC IMAGES NOTEBOOK SET,2011-12-05/2011-12-11,0.5555556,13.87695,7.7094173,13.87695,10.678568,0.0,13.0,1.0
1591,XGBoostPoisson,22831,WHITE BROCANTE SOAP DISH,2011-12-05/2011-12-11,0.83053434,12.872305,10.690891,12.872305,10.671125,25.0,8.75,0.0
1592,XGBoostPoisson,23067,HANGING ENGRAVED METAL HEART,2011-12-05/2011-12-11,0.97053045,12.90106,12.520872,12.90106,10.665219,19.0,9.0,0.0
1593,XGBoostPoisson,21972,SET OF 36 DINOSAUR PAPER DOILIES,2011-12-05/2011-12-11,0.8305344,10.149961,8.429893,10.149961,10.648225,26.0,8.5,0.0
1594,XGBoostPoisson,23057,BEADED CHANDELIER T-LIGHT HOLDER,2011-12-05/2011-12-11,0.346789,15.69306,5.4421806,0.0,10.643367,0.0,60.25,2.0
1595,XGBoostPoisson,22425,ENAMEL COLANDER CREAM,2011-12-05/2011-12-11,0.96313363,12.156242,11.708086,12.156242,10.642973,4.0,11.0,0.0
1596,XGBoostPoisson,22953,BIRTHDAY PARTY CORDON BARRIER TAPE,2011-12-05/2011-12-11,0.8988235,10.455795,9.397915,10.455795,10.621135,13.0,6.25,0.0
1597,XGBoostPoisson,20932,PINK POT PLANT CANDLE,2011-12-05/2011-12-11,0.4236111,11.804501,5.0005174,0.0,10.61914,1.0,13.0,0.0
1598,XGBoostPoisson,10080,GROOVY CACTUS INFLATABLE,2011-12-05/2011-12-11,0.5992509,15.606983,9.352499,15.606983,10.60194,0.0,16.75,1.0
1599,XGBoostPoisson,84926E,FLOWERS TILE COASTER,2011-12-05/2011-12-11,0.44345897,20.86929,9.254674,20.86929,10.593276,0.0,18.5,2.0
1600,XGBoostPoisson,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,2011-12-05/2011-12-11,0.93664384,13.2661295,12.425638,13.2661295,10.580681,12.0,11.0,0.0
1601,XGBoostPoisson,21808,"CHRISTMAS GARLAND STARS,TREES",2011-12-05/2011-12-11,0.5555556,10.196291,5.6646066,10.196291,10.553929,0.0,15.0,1.0
1602,XGBoostPoisson,22044,CHRISTMAS CARD STACK OF PRESENTS,2011-12-05/2011-12-11,0.20652173,21.132261,4.364271,0.0,10.492363,0.0,6.0,3.0
1603,XGBoostPoisson,21199,PINK  HEART CONFETTI IN TUBE,2011-12-05/2011-12-11,0.42361113,10.731381,4.545933,0.0,10.457146,12.0,15.0,0.0
1604,XGBoostPoisson,85131D,BEADED CRYSTAL HEART PINK ON STICK,2011-12-05/2011-12-11,0.8988235,13.184057,11.850141,13.184057,10.4536085,1.0,7.25,0.0
1605,XGBoostPoisson,22853,CAT BOWL VINTAGE CREAM,2011-12-05/2011-12-11,0.93664384,10.997832,10.301052,10.997832,10.438938,8.0,10.0,0.0
1606,XGBoostPoisson,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2011-12-05/2011-12-11,0.93664384,9.631281,9.02108,9.631281,10.431074,2.0,15.75,0.0
1607,XGBoostPoisson,85169A,IVORY LOVE BIRD CANDLE,2011-12-05/2011-12-11,0.83018875,8.613355,7.15071,8.613355,10.430055,19.0,9.0,0.0
