SourceRowNumber,Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,IsExactDuplicate,SignedRevenue
613064,C543661,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,2011-02-11 10:41:00,1.25,12471.0,Germany,False,-2.5
613065,C543661,21231,SWEETHEART CERAMIC TRINKET BOX,-2,2011-02-11 10:41:00,1.25,12471.0,Germany,False,-2.5
613066,C543662,22423,REGENCY CAKESTAND 3 TIER,-5,2011-02-11 10:49:00,10.95,14441.0,United Kingdom,False,-54.75
613067,C543663,22846,BREAD BIN DINER STYLE RED ,-1,2011-02-11 10:50:00,16.95,18118.0,United Kingdom,False,-16.95
613097,C543671,22602,RETROSPOT WOODEN HEART DECORATION,-36,2011-02-11 11:24:00,0.85,18087.0,United Kingdom,False,-30.599999999999998
613098,C543671,22600,CHRISTMAS RETROSPOT STAR WOOD,-12,2011-02-11 11:24:00,0.85,18087.0,United Kingdom,False,-10.2
613111,C543706,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-11 11:44:00,12.75,15044.0,United Kingdom,False,-12.75
613217,C543729,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-02-11 11:55:00,2.95,15796.0,United Kingdom,False,-2.95
613461,C543741,22179,SET 10 LIGHTS NIGHT OWL,-1,2011-02-11 13:37:00,6.75,13021.0,United Kingdom,False,-6.75
613462,C543742,20985,HEART CALCULATOR,-1,2011-02-11 13:38:00,1.25,14676.0,United Kingdom,False,-1.25
613463,C543743,M,Manual,-1,2011-02-11 13:39:00,4.5,12505.0,Italy,False,-4.5
613464,C543744,85232B,SET OF 3 BABUSHKA STACKING TINS,-3,2011-02-11 13:43:00,4.95,13672.0,United Kingdom,False,-14.850000000000001
613465,C543744,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,-12,2011-02-11 13:43:00,1.69,13672.0,United Kingdom,False,-20.28
613466,C543744,79323P,PINK CHERRY LIGHTS,-4,2011-02-11 13:43:00,6.75,13672.0,United Kingdom,False,-27.0
613467,C543745,79323B,BLACK CHERRY LIGHTS,-4,2011-02-11 13:46:00,6.75,13672.0,United Kingdom,False,-27.0
613468,C543745,85232B,SET OF 3 BABUSHKA STACKING TINS,-3,2011-02-11 13:46:00,4.95,13672.0,United Kingdom,False,-14.850000000000001
613469,C543745,21655,HANGING RIDGE GLASS T-LIGHT HOLDER,-12,2011-02-11 13:46:00,1.69,13672.0,United Kingdom,False,-20.28
613491,C543749,M,Manual,-1,2011-02-11 13:55:00,71.46,13672.0,United Kingdom,False,-71.46
613492,C543750,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,2011-02-11 13:59:00,6.35,18250.0,United Kingdom,False,-6.35
613495,C543752,D,Discount,-1,2011-02-11 14:12:00,64.27,14031.0,United Kingdom,False,-64.27
613520,C543755,85049G,CHOCOLATE BOX RIBBONS ,-12,2011-02-11 14:48:00,1.25,14304.0,United Kingdom,False,-15.0
613521,C543755,22311,OFFICE MUG WARMER BLACK+SILVER ,-6,2011-02-11 14:48:00,2.95,14304.0,United Kingdom,False,-17.700000000000003
613522,C543755,21591,COSY HOUR CIGAR BOX MATCHES ,-24,2011-02-11 14:48:00,1.25,14304.0,United Kingdom,False,-30.0
613523,C543755,85045,GREEN CHRISTMAS TREE STRING 20LIGHT,-4,2011-02-11 14:48:00,4.95,14304.0,United Kingdom,False,-19.8
613524,C543755,22087,PAPER BUNTING WHITE LACE,-6,2011-02-11 14:48:00,2.95,14304.0,United Kingdom,False,-17.700000000000003
613525,C543755,21915,RED  HARMONICA IN BOX ,-12,2011-02-11 14:48:00,1.25,14304.0,United Kingdom,False,-15.0
613526,C543755,22617,BAKING SET SPACEBOY DESIGN,-3,2011-02-11 14:48:00,4.95,14304.0,United Kingdom,False,-14.850000000000001
613527,C543755,22158,3 HEARTS HANGING DECORATION RUSTIC,-8,2011-02-11 14:48:00,2.95,14304.0,United Kingdom,False,-23.6
613528,C543755,22568,FELTCRAFT CUSHION OWL,-4,2011-02-11 14:48:00,3.75,14304.0,United Kingdom,False,-15.0
613529,C543755,22743,MAKE YOUR OWN FLOWERPOWER CARD KIT,-6,2011-02-11 14:48:00,2.95,14304.0,United Kingdom,False,-17.700000000000003
613530,C543756,22364,GLASS JAR DIGESTIVE BISCUITS,-7,2011-02-11 14:50:00,2.55,13089.0,United Kingdom,False,-17.849999999999998
613531,C543756,22360,GLASS JAR ENGLISH CONFECTIONERY,-11,2011-02-11 14:50:00,2.55,13089.0,United Kingdom,False,-28.049999999999997
613532,C543756,84949,SILVER HANGING T-LIGHT HOLDER,-6,2011-02-11 14:50:00,1.45,13089.0,United Kingdom,False,-8.7
613533,C543757,22068,BLACK PIRATE TREASURE CHEST,-1,2011-02-11 15:05:00,1.65,13115.0,United Kingdom,False,-1.65
613534,C543758,D,Discount,-1,2011-02-11 15:07:00,65.91,15299.0,United Kingdom,False,-65.91
613535,C543760,37446,MINI CAKE STAND WITH HANGING CAKES,-48,2011-02-11 15:12:00,1.25,15638.0,United Kingdom,False,-60.0
613536,C543760,37449,CERAMIC CAKE STAND + HANGING CAKES,-4,2011-02-11 15:12:00,8.5,15638.0,United Kingdom,False,-34.0
613549,C543761,22569,FELTCRAFT CUSHION BUTTERFLY,-1,2011-02-11 15:13:00,3.75,12943.0,United Kingdom,False,-3.75
613550,C543763,22770,MIRROR CORNICE,-1,2011-02-11 15:14:00,14.95,13050.0,United Kingdom,False,-14.95
613551,C543763,22767,TRIPLE PHOTO FRAME CORNICE ,-2,2011-02-11 15:14:00,9.95,13050.0,United Kingdom,False,-19.9
613555,C543764,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-02-11 15:16:00,0.85,17035.0,United Kingdom,False,-10.2
613556,C543764,79191D,RETRO PLASTIC DAISY TRAY,-12,2011-02-11 15:16:00,0.85,17035.0,United Kingdom,False,-10.2
613557,C543764,22767,TRIPLE PHOTO FRAME CORNICE ,-1,2011-02-11 15:16:00,9.95,17035.0,United Kingdom,False,-9.95
613558,C543764,85232D,SET/3 DECOUPAGE STACKING TINS,-3,2011-02-11 15:16:00,4.95,17035.0,United Kingdom,False,-14.850000000000001
613559,C543765,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-02-11 15:16:00,0.85,16265.0,United Kingdom,False,-10.2
613560,C543766,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-1,2011-02-11 15:18:00,4.25,13319.0,United Kingdom,False,-4.25
613561,C543767,22726,ALARM CLOCK BAKELIKE GREEN,-1,2011-02-11 15:19:00,3.75,13767.0,United Kingdom,False,-3.75
613562,C543767,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-02-11 15:19:00,3.75,13767.0,United Kingdom,False,-3.75
613563,C543768,37500,TEA TIME TEAPOT IN GIFT BOX,-1,2011-02-11 15:20:00,9.95,14497.0,United Kingdom,False,-9.95
613564,C543768,22794,SWEETHEART WIRE MAGAZINE RACK,-1,2011-02-11 15:20:00,7.95,14497.0,United Kingdom,False,-7.95
613565,C543769,72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,-1,2011-02-11 15:22:00,4.25,17213.0,United Kingdom,False,-4.25
613590,C543771,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-11 15:43:00,12.75,15658.0,United Kingdom,False,-12.75
613591,C543771,22627,MINT KITCHEN SCALES,-1,2011-02-11 15:43:00,8.5,15658.0,United Kingdom,False,-8.5
613592,C543772,22355,CHARLOTTE BAG SUKI DESIGN,-1,2011-02-11 15:43:00,0.85,13534.0,United Kingdom,False,-0.85
613593,C543773,21218,RED SPOTTY BISCUIT TIN,-1,2011-02-11 15:47:00,3.75,12410.0,Switzerland,False,-3.75
613594,C543773,22626,BLACK KITCHEN SCALES,-1,2011-02-11 15:47:00,8.5,12410.0,Switzerland,False,-8.5
613615,C543775,21871,SAVE THE PLANET MUG,-6,2011-02-11 16:10:00,1.25,13102.0,United Kingdom,False,-7.5
613616,C543776,22962,JAM JAR WITH PINK LID,-3,2011-02-11 16:12:00,0.85,14133.0,United Kingdom,False,-2.55
613660,C543778,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-02-11 16:30:00,2.95,18084.0,United Kingdom,False,-2.95
613661,C543779,22083,PAPER CHAIN KIT RETROSPOT,-4,2011-02-11 16:32:00,2.95,15240.0,United Kingdom,False,-11.8
613662,C543779,21218,RED SPOTTY BISCUIT TIN,-1,2011-02-11 16:32:00,3.75,15240.0,United Kingdom,False,-3.75
613663,C543780,22712,CARD DOLLY GIRL ,-1,2011-02-11 16:34:00,0.42,17334.0,United Kingdom,False,-0.42
613667,C543784,22169,FAMILY ALBUM WHITE PICTURE FRAME,-4,2011-02-11 16:59:00,7.65,13089.0,United Kingdom,False,-30.6
613668,C543785,22846,BREAD BIN DINER STYLE RED ,-2,2011-02-11 17:01:00,14.95,13098.0,United Kingdom,False,-29.9
613669,C543786,22191,IVORY DINER WALL CLOCK,-1,2011-02-11 17:01:00,8.5,13078.0,United Kingdom,False,-8.5
613670,C543787,85178,VICTORIAN SEWING KIT,-48,2011-02-11 17:05:00,0.85,15061.0,United Kingdom,False,-40.8
613673,C543789,M,Manual,-1,2011-02-11 17:10:00,856.48,17450.0,United Kingdom,False,-856.48
613674,C543789,D,Discount,-1,2011-02-11 17:10:00,84.8,17450.0,United Kingdom,False,-84.8
613675,C543789,M,Manual,-1,2011-02-11 17:10:00,190.8,17450.0,United Kingdom,False,-190.8
613676,C543790,21232,STRAWBERRY CERAMIC TRINKET BOX,-5,2011-02-11 17:12:00,1.25,17071.0,United Kingdom,False,-6.25
613677,C543790,22467,GUMBALL COAT RACK,-1,2011-02-11 17:12:00,2.55,17071.0,United Kingdom,False,-2.55
613678,C543791,75049L,LARGE CIRCULAR MIRROR MOBILE,-13,2011-02-11 17:13:00,0.85,15270.0,United Kingdom,False,-11.049999999999999
613679,C543791,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-02-11 17:13:00,2.55,15270.0,United Kingdom,False,-2.55
613680,C543791,21733,RED HANGING HEART T-LIGHT HOLDER,-2,2011-02-11 17:13:00,2.95,15270.0,United Kingdom,False,-5.9
613681,C543791,21735,TWO DOOR CURIO CABINET,-2,2011-02-11 17:13:00,10.95,15270.0,United Kingdom,False,-21.9
613682,C543792,22176,BLUE OWL SOFT TOY,-1,2011-02-11 17:14:00,2.95,13725.0,United Kingdom,False,-2.95
613683,C543792,20749,ASSORTED COLOUR MINI CASES,-1,2011-02-11 17:14:00,7.95,13725.0,United Kingdom,False,-7.95
613684,C543792,22849,BREAD BIN DINER STYLE MINT,-1,2011-02-11 17:14:00,16.95,13725.0,United Kingdom,False,-16.95
614100,C543811,22423,REGENCY CAKESTAND 3 TIER,-1,2011-02-13 14:28:00,12.75,15640.0,United Kingdom,False,-12.75
614101,C543811,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2011-02-13 14:28:00,9.95,15640.0,United Kingdom,False,-9.95
614259,C543817,22179,SET 10 LIGHTS NIGHT OWL,-1,2011-02-13 15:28:00,6.75,17841.0,United Kingdom,False,-6.75
614260,C543817,22558,CLOTHES PEGS RETROSPOT PACK 24 ,-2,2011-02-13 15:28:00,1.49,17841.0,United Kingdom,False,-2.98
614261,C543817,79160,HEART SHAPE WIRELESS DOORBELL,-2,2011-02-13 15:28:00,2.1,17841.0,United Kingdom,False,-4.2
614262,C543818,21038,SET/4 MODERN VINTAGE COTTON NAPKINS,-2,2011-02-13 15:45:00,2.95,16897.0,United Kingdom,False,-5.9
614263,C543818,85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,-2,2011-02-13 15:45:00,2.95,16897.0,United Kingdom,False,-5.9
614264,C543818,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,-2,2011-02-13 15:45:00,2.95,16897.0,United Kingdom,False,-5.9
614265,C543818,22622,BOX OF VINTAGE ALPHABET BLOCKS,-2,2011-02-13 15:45:00,9.95,16897.0,United Kingdom,False,-19.9
614266,C543818,22423,REGENCY CAKESTAND 3 TIER,-2,2011-02-13 15:45:00,12.75,16897.0,United Kingdom,False,-25.5
614267,C543818,22138,BAKING SET 9 PIECE RETROSPOT ,-2,2011-02-13 15:45:00,4.95,16897.0,United Kingdom,False,-9.9
614268,C543818,21876,POTTERING MUG,-3,2011-02-13 15:45:00,1.25,16897.0,United Kingdom,False,-3.75
614269,C543819,21289,LARGE STRIPES CHOCOLATE GIFT BAG,-16,2011-02-13 16:04:00,1.25,16928.0,United Kingdom,False,-20.0
614270,C543819,22839,3 TIER CAKE TIN GREEN AND CREAM,-2,2011-02-13 16:04:00,14.95,16928.0,United Kingdom,False,-29.9
614271,C543819,22838,3 TIER CAKE TIN RED AND CREAM,-1,2011-02-13 16:04:00,14.95,16928.0,United Kingdom,False,-14.95
614673,C543830,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,-2,2011-02-14 09:54:00,2.95,12476.0,Germany,False,-5.9
614674,C543830,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,-2,2011-02-14 09:54:00,4.95,12476.0,Germany,False,-9.9
614675,C543830,22847,BREAD BIN DINER STYLE IVORY,-1,2011-02-14 09:54:00,16.95,12476.0,Germany,False,-16.95
614710,C543834,79190B,RETRO PLASTIC POLKA TRAY,-15,2011-02-14 10:24:00,0.42,12553.0,France,False,-6.3
614719,C543835,M,Manual,-8,2011-02-14 10:40:00,1.95,12963.0,United Kingdom,False,-15.6
614735,C543837,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,2011-02-14 10:56:00,2.95,14431.0,United Kingdom,False,-5.9
614736,C543837,22698,PINK REGENCY TEACUP AND SAUCER,-1,2011-02-14 10:56:00,2.95,14431.0,United Kingdom,False,-2.95
614737,C543837,22760,"TRAY, BREAKFAST IN BED",-1,2011-02-14 10:56:00,12.75,14431.0,United Kingdom,False,-12.75
614738,C543837,22423,REGENCY CAKESTAND 3 TIER,-2,2011-02-14 10:56:00,12.75,14431.0,United Kingdom,False,-25.5
614739,C543837,22423,REGENCY CAKESTAND 3 TIER,-2,2011-02-14 10:56:00,12.75,14431.0,United Kingdom,True,-25.5
614740,C543838,22730,ALARM CLOCK BAKELIKE IVORY,-8,2011-02-14 10:59:00,3.75,15827.0,United Kingdom,False,-30.0
614741,C543838,POST,POSTAGE,-1,2011-02-14 10:59:00,7.06,15827.0,United Kingdom,False,-7.06
614745,C543840,D,Discount,-1,2011-02-14 11:19:00,70.01,14527.0,United Kingdom,False,-70.01
614746,C543841,M,Manual,-1,2011-02-14 11:20:00,208.16,17095.0,United Kingdom,False,-208.16
615125,C543917,22941,CHRISTMAS LIGHTS 10 REINDEER,-1,2011-02-14 13:40:00,8.5,12951.0,United Kingdom,False,-8.5
615126,C543918,71459,HANGING JAM JAR T-LIGHT HOLDER,-5,2011-02-14 13:42:00,0.85,12921.0,United Kingdom,False,-4.25
615199,C543972,35004B,SET OF 3 BLACK FLYING DUCKS,-3,2011-02-14 15:15:00,4.65,17924.0,United Kingdom,False,-13.950000000000001
615244,C543974,21326,AGED GLASS SILVER T-LIGHT HOLDER,-4,2011-02-14 15:20:00,0.65,14606.0,United Kingdom,False,-2.6
615245,C543974,21463,MIRRORED DISCO BALL ,-1,2011-02-14 15:20:00,5.95,14606.0,United Kingdom,False,-5.95
615417,C543980,22728,ALARM CLOCK BAKELIKE PINK,-1,2011-02-14 16:39:00,3.75,14189.0,United Kingdom,False,-3.75
615725,C543992,POST,POSTAGE,-1,2011-02-15 10:29:00,18.0,12583.0,France,False,-18.0
615826,C544034,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,-1,2011-02-15 11:28:00,0.85,14701.0,United Kingdom,False,-0.85
615827,C544034,21626,VINTAGE UNION JACK PENNANT,-2,2011-02-15 11:28:00,1.95,14701.0,United Kingdom,False,-3.9
615828,C544034,22197,SMALL POPCORN HOLDER,-1,2011-02-15 11:28:00,0.85,14701.0,United Kingdom,False,-0.85
615829,C544034,22553,PLASTERS IN TIN SKULLS,-1,2011-02-15 11:28:00,1.65,14701.0,United Kingdom,False,-1.65
615830,C544034,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,-1,2011-02-15 11:28:00,4.25,14701.0,United Kingdom,False,-4.25
615831,C544034,21743,STAR PORTABLE TABLE LIGHT ,-5,2011-02-15 11:28:00,2.95,14701.0,United Kingdom,False,-14.75
615906,C544038,22798,ANTIQUE GLASS DRESSING TABLE POT,-3,2011-02-15 11:32:00,2.95,14659.0,United Kingdom,False,-8.850000000000001
615907,C544038,22784,LANTERN CREAM GAZEBO ,-4,2011-02-15 11:32:00,4.95,14659.0,United Kingdom,False,-19.8
615908,C544038,22505,MEMO BOARD COTTAGE DESIGN,-1,2011-02-15 11:32:00,4.95,14659.0,United Kingdom,False,-4.95
615909,C544038,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,2011-02-15 11:32:00,9.95,14659.0,United Kingdom,False,-19.9
616020,C544047,M,Manual,-1,2011-02-15 12:36:00,1435.79,,United Kingdom,False,-1435.79
616021,C544049,BANK CHARGES,Bank Charges,-1,2011-02-15 12:39:00,566.37,,United Kingdom,False,-566.37
616049,C544054,M,Manual,-1,2011-02-15 12:41:00,869.55,,United Kingdom,False,-869.55
616080,C544057,22061,LARGE CAKE STAND  HANGING STRAWBERY,-1,2011-02-15 12:55:00,9.95,13623.0,United Kingdom,False,-9.95
616081,C544057,22060,LARGE CAKE STAND HANGING HEARTS,-1,2011-02-15 12:55:00,9.95,13623.0,United Kingdom,False,-9.95
616503,C544080,22423,REGENCY CAKESTAND 3 TIER,-4,2011-02-15 15:46:00,10.95,17819.0,United Kingdom,False,-43.8
616906,C544099,21528,DAIRY MAID TRADITIONAL TEAPOT ,-1,2011-02-16 10:17:00,6.95,15059.0,United Kingdom,False,-6.95
617198,C544117,POST,POSTAGE,-1,2011-02-16 11:48:00,18.0,12727.0,France,False,-18.0
617199,C544118,21705,BAG 500g SWIRLY MARBLES,-12,2011-02-16 11:49:00,1.65,16306.0,United Kingdom,False,-19.799999999999997
617508,C544171,21156,RETROSPOT CHILDRENS APRON,-5,2011-02-16 14:13:00,1.95,13001.0,United Kingdom,False,-9.75
617509,C544171,21363,HOME SMALL WOOD LETTERS,-2,2011-02-16 14:13:00,4.95,13001.0,United Kingdom,False,-9.9
617510,C544174,21272,SALLE DE BAIN HOOK,-1,2011-02-16 14:13:00,1.25,13001.0,United Kingdom,False,-1.25
617689,C544184,21877,HOME SWEET HOME MUG,-144,2011-02-16 15:47:00,1.06,16684.0,United Kingdom,False,-152.64000000000001
618663,C544279,22617,BAKING SET SPACEBOY DESIGN,-1,2011-02-17 12:03:00,4.95,17954.0,United Kingdom,False,-4.95
619027,C544300,85040B,SET/4 BLUE FLOWER CANDLES IN BOWL,-1,2011-02-17 12:56:00,1.65,18125.0,United Kingdom,False,-1.65
619221,C544310,79160,HEART SHAPE WIRELESS DOORBELL,-1,2011-02-17 14:19:00,2.1,17841.0,United Kingdom,False,-2.1
619369,C544318,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2011-02-17 15:02:00,2.1,12989.0,United Kingdom,False,-2.1
620051,C544397,21730,GLASS STAR FROSTED T-LIGHT HOLDER,-1,2011-02-18 12:21:00,4.95,12462.0,Spain,False,-4.95
620052,C544397,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,2011-02-18 12:21:00,2.95,12462.0,Spain,False,-2.95
620053,C544397,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,-1,2011-02-18 12:21:00,2.95,12462.0,Spain,False,-2.95
620054,C544397,37449,CERAMIC CAKE STAND + HANGING CAKES,-1,2011-02-18 12:21:00,9.95,12462.0,Spain,False,-9.95
620262,C544413,22364,GLASS JAR DIGESTIVE BISCUITS,-6,2011-02-18 14:36:00,2.95,14760.0,United Kingdom,False,-17.700000000000003
620263,C544413,22363,GLASS JAR MARMALADE ,-6,2011-02-18 14:36:00,2.95,14760.0,United Kingdom,False,-17.700000000000003
620264,C544414,22960,JAM MAKING SET WITH JARS,-2,2011-02-18 14:54:00,3.75,13408.0,United Kingdom,False,-7.5
620265,C544415,22625,RED KITCHEN SCALES,-1,2011-02-18 15:04:00,8.5,16133.0,United Kingdom,False,-8.5
620266,C544416,15056N,EDWARDIAN PARASOL NATURAL,-2,2011-02-18 15:11:00,5.95,16713.0,United Kingdom,False,-11.9
620267,C544417,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2011-02-18 15:13:00,4.95,17512.0,United Kingdom,False,-4.95
620271,C544419,85232A,SET/3 POLKADOT STACKING TINS,-3,2011-02-18 15:16:00,4.95,12395.0,Belgium,False,-14.850000000000001
620272,C544420,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,-2,2011-02-18 15:18:00,2.75,16191.0,United Kingdom,False,-5.5
620285,C544422,79191C,RETRO PLASTIC ELEPHANT TRAY,-12,2011-02-18 15:22:00,0.85,12553.0,France,False,-10.2
620287,C544424,22971,QUEENS GUARD COFFEE MUG,-5,2011-02-18 15:29:00,2.1,18093.0,United Kingdom,False,-10.5
620288,C544424,22970,LONDON BUS COFFEE MUG,-6,2011-02-18 15:29:00,2.1,18093.0,United Kingdom,False,-12.600000000000001
620289,C544425,35004B,SET OF 3 BLACK FLYING DUCKS,-1,2011-02-18 15:40:00,4.65,13078.0,United Kingdom,False,-4.65
620291,C544427,84663A,GRASS HOPPER WOODEN WALL CLOCK ,-1,2011-02-18 15:42:00,5.95,17612.0,United Kingdom,False,-5.95
620292,C544428,22637,PIGGY BANK RETROSPOT ,-2,2011-02-18 15:44:00,2.55,16306.0,United Kingdom,False,-5.1
620293,C544429,22637,PIGGY BANK RETROSPOT ,-2,2011-02-18 15:45:00,2.55,16306.0,United Kingdom,False,-5.1
620297,C544432,22487,WHITE WOOD GARDEN PLANT LADDER,-1,2011-02-18 15:54:00,9.95,16979.0,United Kingdom,False,-9.95
620298,C544433,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,2011-02-18 15:59:00,1.25,15601.0,United Kingdom,False,-1.25
620510,C544435,22962,JAM JAR WITH PINK LID,-4,2011-02-18 16:32:00,0.85,15122.0,United Kingdom,False,-3.4
620511,C544435,22960,JAM MAKING SET WITH JARS,-2,2011-02-18 16:32:00,4.25,15122.0,United Kingdom,False,-8.5
620512,C544436,22556,PLASTERS IN TIN CIRCUS PARADE ,-3,2011-02-18 16:52:00,1.65,18172.0,United Kingdom,False,-4.949999999999999
620513,C544436,22632,HAND WARMER RED RETROSPOT,-1,2011-02-18 16:52:00,2.1,18172.0,United Kingdom,False,-2.1
620514,C544436,22865,HAND WARMER OWL DESIGN,-2,2011-02-18 16:52:00,2.1,18172.0,United Kingdom,False,-4.2
620515,C544437,M,Manual,-1,2011-02-18 17:19:00,82.5,16027.0,United Kingdom,False,-82.5
620526,C544442,22423,REGENCY CAKESTAND 3 TIER,-3,2011-02-20 10:30:00,10.95,15465.0,United Kingdom,False,-32.849999999999994
620780,C544451,22472,TV DINNER TRAY DOLLY GIRL,-1,2011-02-20 12:31:00,4.95,13097.0,United Kingdom,False,-4.95
620781,C544451,21658,GLASS  BEURRE DISH,-1,2011-02-20 12:31:00,3.95,13097.0,United Kingdom,False,-3.95
620911,C544458,85099B,JUMBO BAG RED RETROSPOT,-1,2011-02-20 13:48:00,1.95,14667.0,United Kingdom,False,-1.95
620912,C544458,22632,HAND WARMER RED RETROSPOT,-1,2011-02-20 13:48:00,2.1,14667.0,United Kingdom,False,-2.1
621835,C544507,22423,REGENCY CAKESTAND 3 TIER,-7,2011-02-21 11:46:00,10.95,17865.0,United Kingdom,False,-76.64999999999999
621836,C544553,22727,ALARM CLOCK BAKELIKE RED ,-1,2011-02-21 12:09:00,3.75,14092.0,United Kingdom,False,-3.75
621850,C544557,85150,LADIES & GENTLEMEN METAL SIGN,-1,2011-02-21 12:31:00,2.55,17422.0,United Kingdom,False,-2.55
621851,C544557,84949,SILVER HANGING T-LIGHT HOLDER,-5,2011-02-21 12:31:00,1.65,17422.0,United Kingdom,False,-8.25
621852,C544557,22914,BLUE COAT RACK PARIS FASHION,-2,2011-02-21 12:31:00,4.95,17422.0,United Kingdom,False,-9.9
621853,C544557,22913,RED COAT RACK PARIS FASHION,-3,2011-02-21 12:31:00,4.95,17422.0,United Kingdom,False,-14.850000000000001
621854,C544557,22912,YELLOW COAT RACK PARIS FASHION,-4,2011-02-21 12:31:00,4.95,17422.0,United Kingdom,False,-19.8
621855,C544558,22360,GLASS JAR ENGLISH CONFECTIONERY,-11,2011-02-21 12:33:00,2.55,16073.0,United Kingdom,False,-28.049999999999997
621856,C544559,85180A,RED HEARTS LIGHT CHAIN ,-6,2011-02-21 12:38:00,4.65,14329.0,United Kingdom,False,-27.900000000000002
621857,C544560,75049L,LARGE CIRCULAR MIRROR MOBILE,-8,2011-02-21 12:43:00,0.85,17677.0,United Kingdom,False,-6.8
621858,C544561,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,-1,2011-02-21 12:44:00,9.95,15687.0,United Kingdom,False,-9.95
622002,C544570,22625,RED KITCHEN SCALES,-2,2011-02-21 12:59:00,8.5,12471.0,Germany,False,-17.0
622138,C544575,BANK CHARGES,Bank Charges,-1,2011-02-21 13:58:00,134.76,,United Kingdom,False,-134.76
622139,C544576,BANK CHARGES,Bank Charges,-1,2011-02-21 14:01:00,149.16,,United Kingdom,False,-149.16
622140,C544577,M,Manual,-1,2011-02-21 14:02:00,320.69,12365.0,Cyprus,False,-320.69
622143,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,5.74,,United Kingdom,False,-5.74
622144,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,11.08,,United Kingdom,False,-11.08
622145,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,5.79,,United Kingdom,False,-5.79
622146,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,6.7,,United Kingdom,False,-6.7
622147,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,8.74,,United Kingdom,False,-8.74
622148,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,9.74,,United Kingdom,False,-9.74
622149,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,9.99,,United Kingdom,False,-9.99
622150,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,20.98,,United Kingdom,False,-20.98
622151,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,7.69,,United Kingdom,False,-7.69
622152,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,5.44,,United Kingdom,False,-5.44
622153,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,7.0,,United Kingdom,False,-7.0
622154,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,10.0,,United Kingdom,False,-10.0
622155,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,19.5,,United Kingdom,False,-19.5
622156,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,20.55,,United Kingdom,False,-20.55
622157,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,29.99,,United Kingdom,False,-29.99
622158,C544580,S,SAMPLES,-1,2011-02-21 14:25:00,9.74,,United Kingdom,True,-9.74
622159,C544581,S,SAMPLES,-1,2011-02-21 14:32:00,12.94,,United Kingdom,False,-12.94
622160,C544581,S,SAMPLES,-1,2011-02-21 14:32:00,92.0,,United Kingdom,False,-92.0
622161,C544581,S,SAMPLES,-1,2011-02-21 14:32:00,107.99,,United Kingdom,False,-107.99
622162,C544581,S,SAMPLES,-1,2011-02-21 14:32:00,55.0,,United Kingdom,False,-55.0
622171,C544583,S,SAMPLES,-1,2011-02-21 14:48:00,128.56,,United Kingdom,False,-128.56
622172,C544583,S,SAMPLES,-1,2011-02-21 14:48:00,39.5,,United Kingdom,False,-39.5
