StockCode,description,quantity,revenue,invoices,active_weeks,countries,median_price,first_sale,last_sale,quantity_per_invoice,revenue_share_pct,revenue_cumulative_pct
84306,S/3 PINK SQUARE PLANTERS ROSES,47,535.78,30,18,2,10.95,2010-01-17 15:22:00,2011-03-22 15:52:00,1.5666666666666667,0.002718843888462116,98.42672829248421
23381,PACK OF 12 VINTAGE LEAF TISSUES,1429,534.55,70,13,4,0.39,2011-09-05 12:00:00,2011-12-02 16:39:00,20.414285714285715,0.0027126021885427298,98.42944089467275
22394,PAPERWEIGHT KINGS CHOICE,321,534.54,52,37,3,2.55,2010-04-06 11:21:00,2011-11-30 09:53:00,6.173076923076923,0.0027125514430149304,98.43215344611576
84592,CROCHET ROSE PURSE WITH SUEDE BACK,172,533.45,46,37,4,2.95,2009-12-14 17:57:00,2011-11-30 14:41:00,3.739130434782609,0.0027070201804847436,98.43486046629624
21167,WHITE SAGE INCENSE,2199,532.29,110,66,1,0.42,2009-12-10 12:10:00,2011-11-28 10:49:00,19.990909090909092,0.002701133699259957,98.4375615999955
85030,FRENCH CHATEAU OVAL PLATTER,211,531.4499999999999,29,17,4,7.95,2009-12-15 13:48:00,2011-04-08 11:54:00,7.275862068965517,0.002696871074924766,98.44025847107044
85090,CANDY SPOT APRON,100,531.38,51,27,4,4.65,2009-12-07 15:42:00,2010-11-24 14:49:00,1.9607843137254901,0.0026965158562301675,98.44295498692667
37345,ASSTD HEARTS DESIGN MUGS,305,529.85,7,4,2,1.95,2009-12-07 17:56:00,2010-01-07 12:34:00,43.57142857142857,0.0026887517904767852,98.44564373871714
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,364,529.62,16,10,2,3.75,2009-12-07 17:56:00,2010-03-26 14:29:00,22.75,0.002687584643337388,98.44833132336048
84799,SPRIG LAVENDER ARTIFICIAL FLOWER,678,528.78,31,25,3,1.25,2010-01-21 14:01:00,2011-04-14 10:42:00,21.870967741935484,0.002683322019002198,98.45101464537947
23499,SET 12 VINTAGE DOILY CHALK,1179,528.32,97,7,4,0.42,2011-10-20 13:54:00,2011-12-02 16:39:00,12.154639175257731,0.002680987724723404,98.4536956331042
21373,MIRRORED WALL ART SNOWFLAKES,614,526.99,58,29,4,0.75,2009-12-07 18:02:00,2011-12-02 09:19:00,10.586206896551724,0.002674238569526019,98.45636987167373
21943,CAKES AND RABBITS DESIGN FLANNEL,589,525.9,147,65,7,0.85,2009-12-07 18:02:00,2011-11-25 15:23:00,4.006802721088436,0.0026687073069958317,98.45903857898072
16169C,WRAP BLUE REINDEER,1250,525.0,39,11,3,0.42,2009-12-07 15:15:00,2010-11-04 18:34:00,32.05128205128205,0.002664140209493842,98.46170271919021
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,181,524.19,32,10,1,2.89,2011-09-30 10:18:00,2011-12-04 16:02:00,5.65625,0.002660029821742052,98.46436274901195
16169P,WRAP GREEN RUSSIAN FOLKART,1725,523.25,47,30,5,0.42,2009-12-14 10:49:00,2010-12-19 11:35:00,36.702127659574465,0.002655259742128863,98.46701800875408
72728,ROSE SCENT CANDLES IN GLASS,643,523.15,54,23,3,0.85,2009-12-10 18:27:00,2010-08-04 14:41:00,11.907407407407407,0.002654752286850864,98.46967276104093
16202B,PASTEL BLUE PHOTO ALBUM,1038,523.01,21,19,4,5.55,2010-02-26 09:47:00,2011-04-19 14:49:00,49.42857142857143,0.0026540418494616657,98.4723268028904
22861,EASTER TIN CHICKS IN GARDEN,305,522.93,50,15,7,1.65,2010-12-12 11:44:00,2011-04-21 16:17:00,6.1,0.002653635885239266,98.47498043877563
72801C,S/4 ROSE PINK DINNER CANDLES,703,522.6899999999999,54,37,3,1.25,2009-12-11 15:40:00,2011-10-11 16:25:00,13.018518518518519,0.002652417992572069,98.47763285676821
23473,WOODLAND SMALL RED FELT HEART,642,522.14,49,7,8,0.83,2011-10-20 12:24:00,2011-12-04 13:55:00,13.10204081632653,0.002649626988543076,98.48028248375675
21336,GOLD WASHBAG,1822,521.52,42,27,3,2.95,2009-12-07 18:02:00,2011-06-29 15:58:00,43.38095238095238,0.002646480765819483,98.48292896452257
21371,MIRRORED WALL ART POPPIES,372,521.2099999999999,61,42,7,2.55,2009-12-08 15:49:00,2011-12-01 11:10:00,6.098360655737705,0.002644907654457686,98.48557387217703
21459,YELLOW EASTER EGG HUNT START POST,263,520.55,44,24,2,1.95,2010-01-28 10:08:00,2011-04-18 14:50:00,5.9772727272727275,0.002641558449622894,98.48821543062665
71270,PHOTO CLIP LINE,368,520.48,79,56,5,1.25,2009-12-18 11:18:00,2011-12-01 19:42:00,4.658227848101266,0.002641203230928295,98.49085663385758
20653,CHERRY BLOSSOM LUGGAGE TAG,1999,518.67,78,44,5,1.25,2010-01-08 11:16:00,2011-11-28 15:54:00,25.628205128205128,0.002632018290396516,98.49348865214797
84657,GREEN ROSE CUSHION COVER,246,517.48,20,8,3,3.1500000000000004,2009-12-18 12:33:00,2010-04-19 14:59:00,12.3,0.0026259795725883306,98.49611463172056
21480,PINK STRIPE HOT WATER BOTTLE,160,517.36,35,3,1,2.95,2009-12-07 12:25:00,2009-12-22 15:13:00,4.571428571428571,0.002625370626254732,98.4987400023468
21403,BLUE EGG  SPOON,2301,516.41,153,74,9,0.42,2009-12-09 09:51:00,2011-11-29 16:33:00,15.03921568627451,0.002620549801113743,98.50136055214791
23139,SINGLE WIRE HOOK PINK HEART,382,516.2199999999999,24,21,2,1.45,2011-04-21 10:19:00,2011-11-29 18:05:00,15.916666666666666,0.0026195856360855447,98.503980137784
84934,ASSTD DESIGN POP ART SLIM PEN,603,515.1,10,9,3,0.85,2009-12-09 11:01:00,2010-04-09 10:30:00,60.3,0.0026139021369719585,98.50659403992097
21440,12 MINI TOADSTOOL PEGS,406,515.06,87,29,3,1.25,2009-12-10 11:42:00,2010-07-01 16:48:00,4.666666666666667,0.0026136991548607585,98.50920773907583
20868,SILVER FABRIC MIRROR,874,514.09,66,40,4,0.85,2009-12-09 12:57:00,2011-11-30 11:17:00,13.242424242424242,0.0026087768386641704,98.5118165159145
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,323,513.51,66,38,9,2.1,2009-12-10 20:22:00,2011-11-30 14:03:00,4.893939393939394,0.002605833598051777,98.51442234951256
90195A,PURPLE GEMSTONE BRACELET,58,513.1999999999999,40,23,1,8.95,2009-12-10 14:19:00,2011-11-09 16:14:00,1.45,0.00260426048668998,98.51702660999925
23398,HANGING HEART BONHEUR,582,512.49,63,14,5,0.85,2011-09-04 14:08:00,2011-12-04 11:24:00,9.238095238095237,0.002600657554216189,98.51962726755346
84596K,JELLY BABIES YELLOW SMALL BOWL,403,512.16,88,35,3,1.25,2009-12-09 14:38:00,2010-11-16 17:03:00,4.579545454545454,0.0025989829517987927,98.52222625050526
90203,SILVER CHARM NECKLACE 70CM,68,511.77,33,21,1,7.5,2009-12-08 15:49:00,2010-10-25 11:54:00,2.0606060606060606,0.0025970038762145975,98.52482325438147
22407,MONEY BOX FIRST ADE DESIGN,414,511.76,73,47,6,1.25,2010-03-26 13:46:00,2011-11-23 11:11:00,5.671232876712328,0.0025969531306867977,98.52742020751217
23455,SMALL PARLOUR PICTURE FRAME,187,511.63000000000005,31,8,3,2.89,2011-10-16 15:44:00,2011-12-04 12:44:00,6.032258064516129,0.0025962934388253996,98.53001650095099
23272,TREE T-LIGHT HOLDER WILLIE WINKIE,287,511.2699999999999,37,17,3,1.65,2011-06-22 11:30:00,2011-12-01 19:54:00,7.756756756756757,0.002594466599824603,98.53261096755082
23074,EMBOSSED HEART TRINKET BOX,235,510.04,42,13,3,2.08,2011-09-11 13:51:00,2011-12-04 15:00:00,5.595238095238095,0.0025882248999052177,98.53519919245073
84661B,BLACK SQUARE TABLE CLOCK,227,509.24,46,36,3,2.55,2009-12-16 17:58:00,2011-12-04 15:19:00,4.934782608695652,0.002584165257681227,98.53778335770842
90058B,CRYSTAL STUD EARRINGS ASSORTED COL,1082,509.08000000000004,29,22,1,0.38,2009-12-23 16:21:00,2011-12-01 14:30:00,37.310344827586206,0.0025833533292364294,98.54036671103766
85226C,BLUE PULL BACK RACING CAR,973,508.91,79,34,3,0.55,2009-12-07 16:40:00,2010-11-09 13:50:00,12.316455696202532,0.002582490655263831,98.54294920169292
84762A,WHITE PICNIC BARBECUE BUCKET,58,508.78,28,14,3,10.75,2010-01-08 10:43:00,2010-06-30 11:08:00,2.0714285714285716,0.0025818309634024323,98.54553103265633
16049,TEATIME GEL PENS ASST,2737,508.64,31,19,1,0.42,2009-12-09 16:24:00,2011-05-25 11:44:00,88.29032258064517,0.002581120526013234,98.54811215318234
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,203,508.52,81,50,4,2.55,2009-12-07 17:56:00,2011-11-30 08:50:00,2.506172839506173,0.0025805115796796356,98.55069266476202
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,533,507.82,111,60,1,1.65,2009-12-18 17:06:00,2011-12-02 16:39:00,4.801801801801802,0.0025769593927336435,98.55326962415477
84932D,SMALL ORIENTAL RED FOLDING STOOL,231,506.71,19,10,5,1.95,2009-12-13 15:01:00,2010-04-20 11:37:00,12.157894736842104,0.0025713266391478567,98.55584095079391
84683,CLASSICAL ROSE CANDLESTAND,533,506.57,45,32,3,1.25,2009-12-10 14:44:00,2011-05-03 13:52:00,11.844444444444445,0.0025706162017586584,98.55841156699567
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,304,506.40000000000003,7,7,2,3.75,2010-01-07 12:34:00,2011-09-16 14:04:00,43.42857142857143,0.0025697535277860602,98.56098132052345
37352,BIRD IN TREE MUG,4643,504.55,8,7,2,1.25,2009-12-17 11:43:00,2010-11-01 15:14:00,580.375,0.002560365605143082,98.5635416861286
BANK CHARGES,Bank Charges,33,504.241,32,27,2,15.0,2009-12-08 14:29:00,2011-11-28 12:51:00,1.03125,0.002558797568334066,98.56610048369694
85020,ROUND PINK HEART MIRROR,227,503.98,56,40,3,2.1,2009-12-09 14:38:00,2011-11-27 13:49:00,4.053571428571429,0.0025574731100584886,98.568657956807
84875B,GREEN SQUARE COMPACT MIRROR,372,503.55,39,19,2,1.25,2010-04-18 12:07:00,2011-11-29 12:34:00,9.538461538461538,0.002555291052363094,98.57121324785936
84218,BOX/12 CHICK & EGG IN BASKET,261,503.51,96,21,5,1.95,2010-01-31 15:40:00,2011-03-31 11:25:00,2.71875,0.002555088070251894,98.57376833592961
21418,STARFISH SOAP DISH,168,502.73999999999995,61,48,2,2.55,2009-12-07 18:02:00,2011-10-24 17:09:00,2.7540983606557377,0.0025511806646113027,98.57631951659422
23451,SQUARE MINI PORTRAIT FRAME,254,502.59999999999997,46,8,3,1.95,2011-10-14 14:04:00,2011-12-02 12:02:00,5.521739130434782,0.002550470227222105,98.57886998682145
21893,POTTING SHED SEED TIN,154,502.5,13,8,2,4.25,2009-12-07 18:02:00,2010-02-15 14:15:00,11.846153846153847,0.002549962771944106,98.5814199495934
21117,BLOND DOLL DOORSTOP,328,502.08,26,24,4,1.25,2009-12-10 14:44:00,2011-11-23 13:46:00,12.615384615384615,0.002547831459776511,98.58396778105318
79337,BLUE FLOCK GLASS CANDLEHOLDER,1194,502.03000000000003,21,19,3,0.38,2010-01-04 13:25:00,2011-07-08 15:22:00,56.857142857142854,0.0025475777321375117,98.5865153587853
90114,SUMMER DAISIES BAG CHARM,200,501.7,108,50,3,2.46,2010-02-02 11:40:00,2011-11-23 12:43:00,1.8518518518518519,0.0025459031297201157,98.58906126191502
47559b,TEA TIME OVEN GLOVE,151,501.59,42,33,1,3.36,2010-02-19 10:55:00,2011-05-27 15:17:00,3.5952380952380953,0.0025453449289143167,98.59160660684394
16168M,FUNKY MONKEY GIFT BAG MEDIUM,1661,501.47,99,63,2,0.42,2009-12-09 14:31:00,2011-12-02 16:39:00,16.77777777777778,0.0025447359825807184,98.59415134282652
20943,SET/6 GINGERBREAD STAR T-LIGHTS,354,501.18,66,20,5,1.25,2009-12-07 11:05:00,2010-10-22 11:40:00,5.363636363636363,0.0025432643622745215,98.5966946071888
22541,MINI JIGSAW LEAP FROG,1239,500.86,62,45,8,0.42,2010-03-28 11:20:00,2011-12-01 16:22:00,19.983870967741936,0.0025416405053849253,98.59923624769418
23660,HENRIETTA HEN MUG,293,500.80999999999995,36,6,4,1.65,2011-10-13 13:43:00,2011-12-02 14:26:00,8.13888888888889,0.0025413867777459255,98.60177763447193
23457,LARGE PARLOUR PICTURE FRAME,102,500.38,27,8,2,4.95,2011-10-16 15:44:00,2011-12-04 15:18:00,3.7777777777777777,0.002539204720050531,98.60431683919198
84706D,CHERRY BLOSSOM TABLE CLOCK,219,500.19,16,14,4,1.95,2009-12-18 17:15:00,2011-05-22 11:29:00,13.6875,0.0025382405550223334,98.606855079747
85129C,BEADED CRYSTAL HEART BLUE SMALL,381,497.77,63,41,2,1.25,2009-12-14 08:40:00,2011-11-10 12:37:00,6.0476190476190474,0.0025259601372947618,98.6093810398843
84877B,GREEN ROUND COMPACT MIRROR,289,497.57,41,30,3,2.46,2009-12-09 09:51:00,2011-11-30 14:17:00,7.048780487804878,0.002524945226738764,98.61190598511104
23425,STORAGE TIN HOME SWEET HOME,176,497.36,44,14,5,2.49,2011-09-04 16:09:00,2011-12-04 14:55:00,4.0,0.0025238795706549666,98.6144298646817
84782C,GREEN 3 TIER GLASS PLATE STAND,73,497.15,17,14,3,12.75,2009-12-10 10:57:00,2010-09-06 10:19:00,4.294117647058823,0.002522813914571169,98.61695267859626
85230A,OPIUM SCENTED VOTIVE CANDLE,1992,497.03999999999996,48,37,3,0.29,2009-12-13 11:34:00,2011-12-02 12:52:00,41.5,0.0025222557137653703,98.61947493431003
84989B,75 BLACK FAIRY CAKE CASES,985,496.95,56,25,3,0.55,2009-12-07 17:56:00,2010-08-08 15:53:00,17.589285714285715,0.0025217990040151714,98.62199673331405
23136,IVORY WIRE SWEETHEART LETTER TRAY,131,496.89,48,21,3,3.75,2011-04-21 10:19:00,2011-12-04 12:52:00,2.7291666666666665,0.0025214945308483718,98.6245182278449
20864,DENIM PATCH PENCIL CASE BUTTERFLY,251,496.04,28,17,4,2.1,2009-12-07 15:28:00,2010-10-24 14:21:00,8.964285714285714,0.002517181160985382,98.62703540900588
85169B,BLACK LOVE BIRD CANDLE,425,495.42,91,48,3,1.25,2009-12-09 09:42:00,2011-11-30 14:00:00,4.670329670329671,0.002514034938261789,98.62954944394414
85142,JARDIN ETCHED GLASS GINGER JAR,56,494.63,33,22,2,7.95,2009-12-10 19:35:00,2010-07-08 19:12:00,1.696969696969697,0.0025100260415655985,98.6320594699857
20654,FIRST CLASS LUGGAGE TAG,392,494.17,115,63,8,1.25,2009-12-07 15:15:00,2011-12-04 13:32:00,3.408695652173913,0.002507691747286804,98.63456716173299
16219,HOUSE SHAPE PENCIL SHARPENER,3347,493.72999999999996,124,59,6,0.21,2009-12-10 09:49:00,2011-12-02 16:39:00,26.991935483870968,0.0025054589440636084,98.63707262067705
23043,PAPER LANTERN 9 POINT HOLLY STAR L,77,493.67,21,12,1,6.25,2011-05-05 18:16:00,2011-11-25 15:23:00,3.6666666666666665,0.0025051544708968097,98.63957777514794
82616A,BUBBLE GUM SCARF KNITTING KIT,244,493.41,45,25,3,2.95,2009-12-07 12:26:00,2010-10-27 13:00:00,5.4222222222222225,0.0025038350871740126,98.64208161023511
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",270,493.37999999999994,60,10,1,1.65,2009-12-07 12:08:00,2010-02-18 12:25:00,4.5,0.002503682850590613,98.6445852930857
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,326,492.90000000000003,10,9,2,2.55,2010-01-07 12:34:00,2011-03-22 13:54:00,32.6,0.0025012470652562187,98.64708654015095
84247L,FAWN AND MUSHROOM GREETING CARD,1123,491.45,107,40,7,0.42,2009-12-13 14:51:00,2011-04-19 11:33:00,10.495327102803738,0.0024938889637252356,98.64958042911468
23117,POPPY FIELDS CHOPPING BOARD,91,491.33000000000004,43,10,5,4.95,2011-09-30 13:54:00,2011-12-02 10:35:00,2.116279069767442,0.0024932800173916377,98.65207370913207
35969,FOLKART CROWN TABLE DECORATIONS,459,490.71,71,31,6,1.65,2009-12-07 15:26:00,2010-11-18 13:55:00,6.464788732394366,0.0024901337946680443,98.65456384292673
84773,RED ROSE AND LACE C/COVER,166,489.70000000000005,46,28,3,2.95,2009-12-09 09:56:00,2010-12-05 14:25:00,3.608695652173913,0.0024850084963602566,98.6570488514231
23045,PAPER LANTERN 5 POINT STAR MOON,117,489.69000000000005,24,15,3,4.15,2011-05-05 18:16:00,2011-11-29 15:23:00,4.875,0.002484957750832457,98.65953380917394
20845,ZINC HEART LATTICE 2 WALL PLANTER,75,489.27,23,17,2,6.35,2009-12-14 17:16:00,2011-08-16 13:13:00,3.260869565217391,0.0024828264386648614,98.6620166356126
46118,FUNKY MONKEY CUSHION COVER,365,489.14,67,41,2,0.85,2009-12-08 12:33:00,2011-12-02 16:39:00,5.447761194029851,0.002482166746803463,98.6644988023594
84876B,GREEN HEART COMPACT MIRROR,344,488.31,40,27,2,1.25,2009-12-10 19:35:00,2011-11-30 14:17:00,8.6,0.0024779548679960727,98.6669767572274
90160D,PINK BOUDICCA LARGE BRACELET,70,487.52000000000004,24,22,2,6.95,2009-12-10 14:19:00,2011-11-17 14:24:00,2.9166666666666665,0.002473945971299882,98.6694507031987
79342B,BROWN FLOWER LIGHTS,62,487.0,28,12,1,6.75,2009-12-08 12:41:00,2010-04-06 13:30:00,2.2142857142857144,0.002471307203854288,98.67192201040255
23428,IVORY RETRO KITCHEN WALL CLOCK,59,486.81,24,3,4,8.15,2011-11-17 10:01:00,2011-12-04 12:44:00,2.4583333333333335,0.00247034303882609,98.67439235344138
21133,PAINTED BIRD ASSORTED CHRISTMAS,288,486.72,31,15,1,1.69,2009-12-08 12:25:00,2010-09-13 12:56:00,9.290322580645162,0.0024698863290758912,98.67686223977046
23060,HEART BEADED TRELLIS DECORATION,229,486.57,40,21,2,2.08,2011-04-18 10:41:00,2011-12-04 14:55:00,5.725,0.002469125146158893,98.67933136491662
51020B,STRIPY DESIGN SHOWER CAP,1082,485.61999999999995,59,40,1,1.25,2009-12-07 15:42:00,2011-04-27 11:26:00,18.338983050847457,0.0024643043210179037,98.68179566923764
16239,BALLERINA HEART DECORATION.,344,484.46000000000004,18,8,2,2.95,2009-12-09 09:51:00,2010-03-02 12:24:00,19.11111111111111,0.002458417839793118,98.68425408707743
23021,GLASS BONNE JAM JAR,116,484.22,26,15,6,4.15,2011-06-20 09:41:00,2011-11-22 16:24:00,4.461538461538462,0.0024571999471259204,98.68671128702456
90010E,AMBER GLASS/SILVER BRACELET,54,483.75,33,28,1,8.95,2009-12-09 12:57:00,2011-12-02 16:39:00,1.6363636363636365,0.002454814907319326,98.68916610193189
71143,SILVER BOOK MARK WITH BEADS,337,483.60999999999996,94,42,1,2.51,2009-12-07 13:24:00,2011-07-13 16:07:00,3.5851063829787235,0.0024541044699301273,98.69162020640182
90160B,RED BOUDICCA LARGE BRACELET,70,483.55,28,24,2,6.95,2010-01-13 17:51:00,2011-11-09 15:07:00,2.5,0.0024537999967633286,98.69407400639858
20793,BLUE TILED TRAY,277,483.51,20,19,2,6.75,2009-12-08 13:19:00,2011-09-08 10:35:00,13.85,0.002453597014652129,98.69652760341323
20865,PATCHWORK PENCIL CASE BUTTERFLY,245,483.49,29,17,4,2.1,2009-12-08 11:13:00,2010-06-30 08:36:00,8.448275862068966,0.002453495523596529,98.69898109893683
84827,ASS DES PHONE SPONGE CRAFT STICKER,956,483.4,27,22,4,0.65,2009-12-08 13:56:00,2011-10-20 15:57:00,35.407407407407405,0.00245303881384633,98.70143413775067
22259,FELT FARM ANIMAL HEN,590,482.95,72,26,2,1.25,2010-01-24 15:14:00,2011-04-26 13:05:00,8.194444444444445,0.0024507552650953356,98.70388489301577
90014A,SILVER/MOP ORBIT NECKLACE,53,481.21,38,33,1,9.95,2009-12-07 18:02:00,2011-11-08 17:09:00,1.394736842105263,0.0024419255432581556,98.70632681855902
23218,LAUREL STAR ANTIQUE GOLD,378,480.57,39,13,3,1.25,2011-07-18 11:55:00,2011-12-01 19:42:00,9.692307692307692,0.002438677829478963,98.7087654963885
84875D,BLUE SQUARE COMPACT MIRROR,370,480.0,36,15,1,1.25,2009-12-11 11:26:00,2011-09-23 13:18:00,10.277777777777779,0.00243578533439437,98.7112012817229
23336,EGG FRYING PAN PINK,211,479.88,79,24,4,2.08,2011-06-13 16:33:00,2011-12-04 10:35:00,2.670886075949367,0.0024351763880607713,98.71363645811095
21734,SMALL MARAKESH LANTERN ON STICK,88,479.62,25,11,2,5.6850000000000005,2009-12-07 18:02:00,2010-03-10 16:24:00,3.52,0.0024338570043379746,98.71607031511529
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,229,478.82,62,38,1,2.08,2010-05-26 12:38:00,2011-12-02 10:08:00,3.693548387096774,0.002429797362113984,98.7185001124774
21882,SKULLS TAPE,1021,478.24,114,62,6,0.65,2009-12-07 15:42:00,2011-11-28 13:26:00,8.956140350877194,0.0024268541215015905,98.7209269665989
20659,ECONOMY LUGGAGE TAG,338,476.39,130,66,4,1.25,2009-12-07 17:56:00,2011-11-28 15:54:00,2.6,0.0024174661988586124,98.72334443279776
85109,PINK BOUDOIR T-LIGHT HOLDER,4211,475.43,20,16,3,0.85,2009-12-11 11:17:00,2010-12-19 14:03:00,210.55,0.0024125946281898236,98.72575702742594
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,276,474.84000000000003,21,19,3,2.1,2010-01-27 12:19:00,2011-06-01 17:18:00,13.142857142857142,0.0024096006420496305,98.728166628068
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,491,474.33000000000004,54,29,1,1.05,2009-12-16 12:06:00,2010-10-10 11:41:00,9.092592592592593,0.002407012620131837,98.73057364068812
21132,SILVER STANDING GNOME,91,474.11,45,34,6,4.25,2009-12-14 18:37:00,2011-11-16 17:24:00,2.022222222222222,0.002405896218520239,98.73297953690664
23422,PANTRY HOOK BALLOON WHISK,212,473.76,46,12,5,2.08,2011-09-07 16:48:00,2011-12-04 14:55:00,4.608695652173913,0.0024041201250472434,98.73538365703169
90175D,TIGRIS EYE CHUNKY CHARM BRACELET,52,473.12,36,32,1,9.15,2009-12-14 17:16:00,2011-12-02 16:39:00,1.4444444444444444,0.002400872411268051,98.73778452944296
22031,BOTANICAL LAVENDER BIRTHDAY CARD,1075,472.17,136,65,3,0.42,2009-12-16 17:06:00,2011-11-30 15:13:00,7.904411764705882,0.002396051586127062,98.7401805810291
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,282,471.61,57,40,1,2.1,2009-12-14 18:37:00,2011-11-29 17:52:00,4.947368421052632,0.0023932098365702682,98.74257379086566
gift_0001_20,Dotcomgiftshop Gift Voucher Â£20.00,28,471.06,26,21,1,17.02,2009-12-14 18:37:00,2011-10-31 14:41:00,1.0769230769230769,0.0023904188325412747,98.74496420969821
22038,BOTANICAL LAVENDER GIFT WRAP,1125,470.5,44,37,5,0.42,2009-12-22 12:05:00,2011-11-17 10:01:00,25.568181818181817,0.0023875770829844814,98.7473517867812
20662,FIRST CLASS HOLIDAY PURSE,727,468.38000000000005,48,32,6,2.51,2009-12-08 15:12:00,2011-10-24 17:07:00,15.145833333333334,0.002376819031090907,98.74972860581228
37492C,GREEN BLUE FLOWER PIGGY BANK,240,467.99999999999994,22,14,1,4.65,2009-12-11 13:31:00,2010-05-18 13:04:00,10.909090909090908,0.0023748907010345106,98.75210349651331
84509c,SET OF 4 POLKADOT PLACEMATS,62,467.64,41,28,1,7.62,2010-03-29 15:06:00,2011-11-23 11:11:00,1.5121951219512195,0.002373063862033715,98.75447656037535
72225C,LAVENDER SCENT CAKE CANDLE,1926,466.38,38,33,4,0.29,2009-12-17 19:33:00,2011-11-29 09:48:00,50.68421052631579,0.0023666699255309297,98.75684323030089
85014b,RED RETROSPOT UMBRELLA,37,465.96000000000004,33,22,1,12.46,2010-06-24 11:48:00,2011-11-29 11:23:00,1.121212121212121,0.0023645386133633347,98.75920776891425
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,307,464.05000000000007,17,13,1,2.95,2010-01-05 13:58:00,2011-09-27 11:01:00,18.058823529411764,0.0023548462175535575,98.76156261513181
51020A,SUMMER FUN DESIGN SHOWER CAP,1303,463.30999999999995,50,38,2,1.25,2009-12-16 17:34:00,2011-04-27 11:26:00,26.06,0.0023510910484963654,98.7639137061803
84972L,GIANT PINK HEART MEMO HOLDER,117,462.15000000000003,46,11,1,3.95,2009-12-09 13:22:00,2010-07-14 12:05:00,2.5434782608695654,0.0023452045672715796,98.76625891074758
72132,COLUMBIAN CUBE CANDLE,549,462.15,28,20,2,1.95,2009-12-21 12:20:00,2011-11-27 14:30:00,19.607142857142858,0.0023452045672715796,98.76860411531486
84984A,GREEN PEONY CUSHION COVER,266,462.12,17,14,3,4.65,2010-01-08 16:29:00,2011-11-08 11:03:00,15.647058823529411,0.0023450523306881798,98.77094916764554
